,comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
294,18050,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,9,4,0,"Thakur to S Dhawan, no run",False,False,False,28235,Shikhar Dhawan,21.0,16.0,475281.0,Shardul Thakur,1.4,0.0,24.0,0.0,342619.0,Bhanuka Rajapaksa,45.0,25.0,230558.0,Sunil Narine,2.0,0.0,24.0,0.0,,,,,,,False,"yorker length, well almost. Lands around leg. Guided towards cover point. No run",,
295,18040,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,9,4,5,"Thakur to S Dhawan, (no ball) FOUR",True,False,True,28235,Shikhar Dhawan,21.0,15.0,475281.0,Shardul Thakur,1.3,0.0,24.0,0.0,342619.0,Bhanuka Rajapaksa,45.0,25.0,230558.0,Sunil Narine,2.0,0.0,24.0,0.0,,,,,,,False,"<B>that's a wild one</b> and Dhawan has hammered it over point! Ball slips out of his hand, neck high delivery but not dangerous since it is very wide. Dhawan slashes at it, and slices it well enough for a one-bounce four to point. <B>Free hit</b>",,
296,18060,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,9,5,1,"Thakur to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,22.0,17.0,475281.0,Shardul Thakur,1.5,0.0,25.0,0.0,342619.0,Bhanuka Rajapaksa,45.0,25.0,230558.0,Sunil Narine,2.0,0.0,24.0,0.0,,,,,,,False,overpitched ball just outside off. Checks a drive to cover for a single,"<p><b>Chandrakant Pandit, KKR head coach</b>: ""It's difficult. Players coming in with a lot of experience makes a difference. I am pleased to have good response from the players, not just the Indians but even the overseas players, they respond. Unfortunately, [Lockie] Ferguson is not fit for this game. We are missing Shreyas Iyer but still we are managing with what we have in the team. 180-200 should be chaseable.""</p>",<p><B>Umpire calls over</b> and the fielding side is moving around. But then umpire Oxenford hears on the earpiece that he has one delivery still left. So we will have to reset again. Shardul was at the boundary but has to get back.</p>
297,18070,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,9,6,0,"Thakur to Rajapaksa, no run",False,False,False,342619,Bhanuka Rajapaksa,45.0,26.0,475281.0,Shardul Thakur,2.0,0.0,25.0,0.0,28235.0,Shikhar Dhawan,22.0,17.0,230558.0,Sunil Narine,2.0,0.0,24.0,0.0,,,,,,,False,"around the stumps. Good length ball, fourth-stump line. Guided towards point and that's finally over.",,
298,19010,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,10,1,4,"Varun to S Dhawan, FOUR",True,False,False,28235,Shikhar Dhawan,26.0,18.0,1108375.0,Varun Chakravarthy,1.1,0.0,10.0,0.0,342619.0,Bhanuka Rajapaksa,45.0,26.0,475281.0,Shardul Thakur,2.0,0.0,25.0,0.0,,,,,,,False,"Varun around the stumps. Bowls a length ball outside off. Dhawan gets low, bending his knees, stays in the crease too, and the extra second allows him to bring the bat square beautifully to pull along the carpet for four",,
299,19020,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,10,2,1,"Varun to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,27.0,19.0,1108375.0,Varun Chakravarthy,1.2,0.0,11.0,0.0,342619.0,Bhanuka Rajapaksa,45.0,26.0,475281.0,Shardul Thakur,2.0,0.0,25.0,0.0,,,,,,,False,full ball around leg stump. Clipped off his pads to deep backward square leg,<p>over the wicket now.</p>,
300,19030,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,10,3,1,"Varun to Rajapaksa, 1 leg bye",False,False,False,342619,Bhanuka Rajapaksa,45.0,27.0,1108375.0,Varun Chakravarthy,1.3,0.0,11.0,0.0,28235.0,Shikhar Dhawan,27.0,19.0,475281.0,Shardul Thakur,2.0,0.0,25.0,0.0,,,,,,,False,"Rajapaksa lucky. Fullish ball just outside leg stump. Rajapaksa goes for a sweep, but the ball hits his arm and rolls past the keeper","<p>Reetam: ""@Sresth: Looks like a belter of a pitch or is it just bad bowling?"" -- Mohali has historically been a belter. No difference here.</p>",
301,19040,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,10,4,1,"Varun to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,28.0,20.0,1108375.0,Varun Chakravarthy,1.4,0.0,12.0,0.0,342619.0,Bhanuka Rajapaksa,45.0,27.0,475281.0,Shardul Thakur,2.0,0.0,25.0,0.0,,,,,,,False,half-tracker just outside off and pulled from behind the stumps to deep midwicket. Varun tried some sort of variation there with the legbreak grip but there was no turn anyway,,
302,19050,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,10,5,1,"Varun to Rajapaksa, 1 run",False,False,False,342619,Bhanuka Rajapaksa,46.0,28.0,1108375.0,Varun Chakravarthy,1.5,0.0,13.0,0.0,28235.0,Shikhar Dhawan,28.0,20.0,475281.0,Shardul Thakur,2.0,0.0,25.0,0.0,,,,,,,False,good length ball outside off. Bit of turn away. Batter tries to swipe across the line but the shot is <B>toe-ended</b> to the off side instead,,
303,19060,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,10,6,1,"Varun to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,29.0,21.0,1108375.0,Varun Chakravarthy,2.0,0.0,14.0,0.0,342619.0,Bhanuka Rajapaksa,46.0,28.0,475281.0,Shardul Thakur,2.0,0.0,25.0,0.0,,,,,,,False,fullish ball around leg and sliding towards middle. Mistimed cut to short third and they scurry across for a single. <B>Team hundred at the halfway mark</b>,,
304,110010,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,11,1,4,"Yadav to S Dhawan, FOUR",True,False,False,28235,Shikhar Dhawan,33.0,22.0,376116.0,Umesh Yadav,2.1,0.0,14.0,0.0,342619.0,Bhanuka Rajapaksa,46.0,28.0,1108375.0,Varun Chakravarthy,2.0,0.0,14.0,0.0,,,,,,,False,yorker length just outside off. Shikhar comes down and then gets the bat out low too. Just gives direction to the delivery and sends the guide to backward point for four,,
305,110020,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,11,2,1,"Yadav to S Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,34.0,23.0,376116.0,Umesh Yadav,2.2,0.0,15.0,0.0,342619.0,Bhanuka Rajapaksa,46.0,28.0,1108375.0,Varun Chakravarthy,2.0,0.0,14.0,0.0,,,,,,,False,"yorker length, wider outside off. Checks a drive through to Russell at deep extra",,
306,110030,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,11,3,2,"Yadav to Rajapaksa, 2 runs",False,False,False,342619,Bhanuka Rajapaksa,48.0,29.0,376116.0,Umesh Yadav,2.3,0.0,17.0,0.0,28235.0,Shikhar Dhawan,34.0,23.0,1108375.0,Varun Chakravarthy,2.0,0.0,14.0,0.0,,,,,,,False,"<B>lands safe</b> at wide long off after he checks the lofted shot off this overpitched ball. The timing was good but because he didn't have a followthrough, that did not race away for the boundary. Southee with the successful chase",,
307,110040,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,11,4,2,"Yadav to Rajapaksa, 2 runs",False,False,False,342619,Bhanuka Rajapaksa,50.0,30.0,376116.0,Umesh Yadav,2.4,0.0,19.0,0.0,28235.0,Shikhar Dhawan,34.0,23.0,1108375.0,Varun Chakravarthy,2.0,0.0,14.0,0.0,,,,,,,False,<B>a 30-ball fifty</b> by playing a similar shot. Full ball outside off and he checks the drive to ensure he doesn't over-hit. Just lofts it over cover and calls for two with the infielder chasing. The red-coloured PBKS flags are out and fluttering all over,,
308,110050,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,11,5,0,"Yadav to Rajapaksa, no run",False,False,False,342619,Bhanuka Rajapaksa,50.0,31.0,376116.0,Umesh Yadav,2.5,0.0,19.0,0.0,28235.0,Shikhar Dhawan,34.0,23.0,1108375.0,Varun Chakravarthy,2.0,0.0,14.0,0.0,,,,,,,False,full ball outside off stump. Angling across with the batter attempting the drive. Misses,,
309,110060,2023.0,1359476,PBKS v KKR,PBKS,KKR,PBKS,1,11,6,0,"Yadav to Rajapaksa, OUT",False,False,False,342619,Bhanuka Rajapaksa,50.0,32.0,376116.0,Umesh Yadav,3.0,0.0,19.0,1.0,28235.0,Shikhar Dhawan,34.0,23.0,1108375.0,Varun Chakravarthy,2.0,0.0,14.0,0.0,342619.0,Bhanuka Rajapaksa,Umesh Yadav,50.0,32.0,PBB Rajapaksa c Singh b Yadav 50 (47m 32b 5x4 2x6) SR: 156.25,False,"<B>going, going, not gone!</b> Rajapaksa fifty and out. Fullish ball ball around leg and Rajapaksa took one step down the track before trying to tonk it over long on. The connection is decent but not good enough to clear long on. Rinku gets under it and takes a regulation catch a few metres inside the crease. But he's done his job",,
