,comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
959,219030,2023.0,1359478,SRH v RR,SRH,RR,SRH,2,20,3,7,"Saini to Umran Malik, (no ball) SIX",True,False,True,1246528,Umran Malik,18.0,7.0,700167.0,Navdeep Saini,1.2,0.0,25.0,0.0,1175485.0,Abdul Samad,24.0,29.0,277912.0,Trent Boult,4.0,1.0,21.0,2.0,,,,,,,False,"<strong>what a shot! Umran is on fire!</strong> Banged into the track outside off stump. Umran rises with the bounce and clatters it over wide long on! <strong>And it is a No ball, oh dear!</strong>",,
960,219050,2023.0,1359478,SRH v RR,SRH,RR,SRH,2,20,4,4,"Saini to Abdul Samad, FOUR",True,False,False,1175485,Abdul Samad,28.0,30.0,700167.0,Navdeep Saini,1.4,0.0,30.0,0.0,1246528.0,Umran Malik,19.0,8.0,277912.0,Trent Boult,4.0,1.0,21.0,2.0,,,,,,,False,<strong>four more!</strong> In the slot outside off stump. Samad throws the kitchen sink at it and scythes it over backward point for another boundary!,,
961,219060,2023.0,1359478,SRH v RR,SRH,RR,SRH,2,20,5,4,"Saini to Abdul Samad, FOUR",True,False,False,1175485,Abdul Samad,32.0,31.0,700167.0,Navdeep Saini,1.5,0.0,34.0,0.0,1246528.0,Umran Malik,19.0,8.0,277912.0,Trent Boult,4.0,1.0,21.0,2.0,,,,,,,False,slower delivery on a length on leg stump. Samad lets the ball come to him before swinging it away past short fine leg for four!,,
962,110,2023.0,1359479,RCB v MI,RCB,MI,MI,1,1,1,1,"Mohammed Siraj to Sharma, 1 run",False,False,False,34102,Rohit Sharma,1.0,1.0,940973.0,Mohammed Siraj,0.1,0.0,1.0,0.0,720471.0,Ishan Kishan,0.0,0.0,,,,,,,,,,,,,False,short of length on middle and leg. Rohit tucks it down towards deep backward square leg,"<p></p>
<div class=""embedded-media-card"" data-id=""1101"" data-source=""livestream"" data-url=""https://livestream.com/accounts/6115179/events/10819306""></div>
<p><b>7.30pm</b> Mohammed Siraj to open the bowling for RCB. Rohit and Ishan are in the middle. One slip</p><p>The teams are observing a two-minute silence for Salim Durani, who <a href=""https://www.espncricinfo.com/story/former-india-allrounder-salim-durani-dies-at-88-1366305"">died this morning</a>.</p><p>Parth: ""Can't even a regular substitute come apart from the names given in the list?"" --- No, and that has always been the case.</p><p>Shyam: ""Who is Nehal Wadhera and Arshad Khan? 2 new finds of MI scouting network?"" --- <a href=""https://www.espncricinfo.com/cricketers/nehal-wadhera-1151273"">Nehal Wadhera</a> is a hard-hitting left-hand Punjab batter who can bowl some legspin as well. <a href=""https://www.espncricinfo.com/cricketers/arshad-khan-1244751"">Arshad Khan</a> is an MP allrounder, bats left-hand and bowls left-arm seam. Both are making their T20 debut as well. <b>Sampath</b> tells me last time a team had two T20 debutants in an IPL game was Delhi Daredevils in 2018 (Sandeep Lammichane and Abhishek Sharma). KKR had two T20 debuts in their first match of the same season (Shubman Gill and Shivam Mavi).</p><p>Mohd Irshad: ""MI looking better on paper than last year, hope to see that on ground too.""</p><p>Shyam: ""How is David Willey a sub? Havent they already reached 4 player limit?"" --- Yes, and that means he cannot be used as an Impact Player but if an overseas players goes off the field for a couple of overs, Willey can come in and field as a regular substitute.</p><p>Surath: ""I don't get it! MI only playing 3 overseas players? And still no place for baby AB or Stubbs??? Why???"" --- The fourth one - Jason Behrendorff - will be their Impact Player.</p><p><b>Mumbai Indians</b> 1 Rohit Sharma (capt), 2 Ishan Kishan (wk), 3 Suryakumar Yadav, 4 Thilak Varma, 5 Tim David, 6 Cameron Green, 7 Nehal Wadhera, 8 Jofra Archer, 9 Hrithik Shokeen, 10 Arshad Khan, 11 Piyush Chawla<br><i>Substitutes</i>: Jason Behrendorff, Vishnu Vinod, Shams Mulani, Sandeep Warrier, Ramandeep Singh</p><p><b>Royal Challengers Bangalore</b> 1 Faf du Plessis (capt), 2 Virat Kohli, 3 Michael Bracewell, 4 Glenn Maxwell, 5 Shahbaz Ahmed, 6 Dinesh Karthik, 7 Harshal Patel, 8 Akash Deep, 9 Reece Topley, 10 Mohammed Siraj, 11 Karn Sharma<br><i>Substitutes</i>: Anuj Rawat, Suyash Prabhudessai, Mahipal Lomror, Sonu Yadav, David Willey</p><p>DJDJ: ""Why isn't Dewald Brevis playing in the 11. MI just wasting a top talent"" --- With David being the more explosive of the two, it's difficult to see Brevis fitting in. </p><p>""With the new Impact Player rule, teams are backing themselves to chase,"" says Rohit Sharma. ""The pitch looks good and we have to come out with the positive intent. Tim David, Cameron Green, Jofra Archer and <del>Jason Behrendorff</del> are our overseas players. We will try to correct the mistakes we made last time. There have been a few new faces as well in the side, so that will help. A great achievement to captain in 200 games.""</p><p><b>7.00pm</b> Rohit Sharma calls heads and tails it is. RCB have won the toss and they will be bowling first. ""There was a bit of dew when we practised,"" Faf du Plessis says. ""Our first goal is to make those playoffs, and follow the processes. Maxwell, Bracewell and Topley are our overseas players.""</p><p>Talking about the dimensions, down the ground is 69 metres. And that's the longest boundary! One side is slightly shorter than the other.</p><p><b>6.50pm</b> This is going to be a big season for Harshal too. He was supposed to be a key player for India at the T20 World Cup last year but didn't get to play even one game. An interview with Nagraj Gollapudi, he talked about not just that but also about the challenge of bowling on smaller grounds and to a player like Suryakumar Yadav. You can read the <a href=""https://www.espncricinfo.com/story/ipl-2023-harshal-patel-i-m-always-thinking-about-how-i-can-offer-my-team-more-value-1365581"">full interview here</a>.</p><p><b>6.45pm</b> Virat Kohli has just walked onto the field and the cheer for him is as loud as it could get. Harshal Patel is doing an interview with the host broadcaster on the sideline and isn't able to hear anything.</p><p>""Behrendorff and Mumbai will want to get into that middle order as soon as possible""</p><p>You can also try out <a href=""https://bailsout.espncricinfo.com/"">ESPNcricinfo's first AR-based game</a> - just aim and hit the stumps.</p><p><b>6.40pm</b> If you are seeing this on a mobile device and didn't know it already, ESPNcricinfo is better experienced on our apps. And we have recently rolled out an update for Android, which you can <a href=""https://play.google.com/store/apps/details?id=com.july.cricinfo&hl=en_IN&gl=US""> download or update here.</a></p><p>Mumbai have been in a rebuilding phase since the 2022 mega auction. At that auction, they went in with a dream. The dream of having Jofra Archer and Jasprit Bumrah bowl in tandem for them. They knew their dream wouldn't become a reality immediately - Archer was not available for the 2022 season. But now with Bumrah out with a back injury, they will have to wait for yet another season. Having said that, they seemed to have got their batting might back. You can read more about what to expect from today's game in our <a href=""https://www.espncricinfo.com/series/indian-premier-league-2023-1345038/royal-challengers-bangalore-vs-mumbai-indians-5th-match-1359479/match-preview"">preview</a>.</p><p>RCB have been pretty consistent of late, making the playoffs in each of the last three seasons. This run has also coincided with them not playing at their home ground, M Chinnaswamy Stadium - theirs is one of the poorest home records for an IPL team. This season, they play six of their first eight games in Bengaluru, which could dictate how their campaign goes.</p><p><B>6.30pm</b> Hello and welcome to the second game of Super Sunday. It's Royal Challengers Bangalore taking on Mumbai Indians in Bengaluru. RCB's quest for their maiden IPL title is still on, while Mumbai will be looking to bounce back after a forgettable 2022 season where they finished at the bottom of the points table.</p>","<p>LG: ""Technically this ""impact player"" is the same as ""super sub"" the ODIs used to have in early 2000s? "" --- You can say so but there's one big difference. You had to name your XI and Supersub before the toss. Now the teams can name their XI after the toss and bring in an Impact Player from the list of substitutes anytime during the match.</p>"
963,120,2023.0,1359479,RCB v MI,RCB,MI,MI,1,1,2,0,"Mohammed Siraj to Ishan Kishan, no run",False,False,False,720471,Ishan Kishan,0.0,1.0,940973.0,Mohammed Siraj,0.2,0.0,1.0,0.0,34102.0,Rohit Sharma,1.0,1.0,,,,,,,,,,,,,False,"short of length around off, steered towards cover-point",,
964,130,2023.0,1359479,RCB v MI,RCB,MI,MI,1,1,3,0,"Mohammed Siraj to Ishan Kishan, no run",False,False,False,720471,Ishan Kishan,0.0,2.0,940973.0,Mohammed Siraj,0.3,0.0,1.0,0.0,34102.0,Rohit Sharma,1.0,1.0,,,,,,,,,,,,,False,"length ball on the pads, goes for the flick but misses. Gets hit on the leg",,
965,140,2023.0,1359479,RCB v MI,RCB,MI,MI,1,1,4,0,"Mohammed Siraj to Ishan Kishan, no run",False,False,False,720471,Ishan Kishan,0.0,3.0,940973.0,Mohammed Siraj,0.4,0.0,1.0,0.0,34102.0,Rohit Sharma,1.0,1.0,,,,,,,,,,,,,False,full on the stumps. Comes forward and defends it towards short midwicket,,
966,150,2023.0,1359479,RCB v MI,RCB,MI,MI,1,1,5,1,"Mohammed Siraj to Ishan Kishan, 1 run",False,False,False,720471,Ishan Kishan,1.0,4.0,940973.0,Mohammed Siraj,0.5,0.0,2.0,0.0,34102.0,Rohit Sharma,1.0,1.0,,,,,,,,,,,,,False,length ball outside off. Kishan steers it behind point and gets off the mark,,
967,160,2023.0,1359479,RCB v MI,RCB,MI,MI,1,1,6,0,"Mohammed Siraj to Sharma, no run",False,False,False,34102,Rohit Sharma,1.0,2.0,940973.0,Mohammed Siraj,1.0,0.0,2.0,0.0,720471.0,Ishan Kishan,1.0,4.0,,,,,,,,,,,,,False,length outside off. Rohit was on the front foot and opens the face of the bat to guide it towards point. Kishan was looking for a single but Rohit sends him back,,
968,11010,2023.0,1359479,RCB v MI,RCB,MI,MI,1,2,1,4,"Topley to Ishan Kishan, FOUR",True,False,False,720471,Ishan Kishan,5.0,5.0,461632.0,Reece Topley,0.1,0.0,4.0,0.0,34102.0,Rohit Sharma,1.0,2.0,940973.0,Mohammed Siraj,1.0,0.0,2.0,0.0,,,,,,,False,"full and wide outside off. Kishan stretches and throws his bat at it, sending the ball for four through covers",<p>Reece Topley. Two slips in place</p>,
